T;-62.415000;21.483000;-233.703000;315.864000;-447.121000;-453.477000;6;3;15;65;815;59;
T;-18.031000;64.449000;-81.288000;-429.926000;161.610000;555.669000;5;14;25;64;1822;376;
T;-58.254000;52.514000;60.966000;-179.867000;199.319000;-606.765000;4;0;22;12;547;254;
T;-77.672000;176.638000;-335.313000;-434.313000;-64.644000;-530.121000;6;2;29;88;1259;298;
T;-5.548000;-83.545000;199.833000;-245.672000;-247.802000;210.771000;9;2;21;11;1553;111;
T;76.285000;93.093000;-301.443000;-135.997000;231.641000;-472.638000;6;13;18;99;443;429;
T;126.217000;-202.895000;-206.607000;-271.994000;-328.607000;-357.672000;5;19;28;0;113;466;
T;6.935000;102.641000;-142.254000;83.353000;307.059000;114.966000;4;2;15;94;2323;484;
T;-80.446000;202.895000;-233.703000;-39.483000;-177.771000;-351.285000;3;18;29;91;1969;161;
T;87.381000;193.347000;237.090000;-359.734000;193.932000;300.189000;2;7;13;65;1242;383;
T;112.347000;-198.121000;145.641000;-434.313000;-495.604000;-530.121000;4;5;18;62;58;254;
T;-112.347000;-195.734000;-145.641000;-43.870000;-199.319000;306.576000;9;14;23;68;1993;208;
T;-49.932000;157.542000;-179.511000;-144.771000;86.192000;-95.805000;3;9;14;84;468;91;
T;98.477000;205.282000;-44.031000;-421.152000;-280.124000;332.124000;8;3;25;12;1937;105;
T;122.056000;26.257000;-132.093000;-100.901000;-134.675000;-140.514000;2;3;10;89;424;303;
T;-123.443000;-183.799000;84.675000;-258.833000;-10.774000;625.926000;2;19;18;51;121;330;
T;-26.353000;-71.610000;-149.028000;-105.288000;80.805000;344.898000;9;1;11;89;2559;43;
T;130.378000;-40.579000;3.387000;302.703000;-382.477000;312.963000;8;1;14;36;773;197;
T;-102.638000;188.573000;-328.539000;140.384000;-452.508000;63.870000;7;15;1;45;2608;33;
T;-112.347000;42.966000;311.604000;135.997000;-468.669000;249.093000;7;14;24;46;2455;71;
T;-97.090000;221.991000;-287.895000;364.121000;-86.192000;-223.545000;5;14;8;87;477;29;
T;73.511000;-155.155000;-199.833000;-78.966000;360.929000;562.056000;2;6;21;84;2334;207;
T;-133.152000;-169.477000;81.288000;263.220000;463.282000;-383.220000;2;4;8;99;684;162;
T;-42.997000;-116.963000;165.963000;-118.449000;204.706000;-319.350000;7;4;22;3;1766;431;
T;-52.706000;169.477000;237.090000;96.514000;-360.929000;-415.155000;1;1;21;74;1260;464;
T;130.378000;-171.864000;-223.542000;131.610000;-328.607000;-581.217000;8;3;11;60;2988;494;
T;19.418000;-150.381000;-250.638000;-122.836000;-53.870000;-574.830000;9;18;13;21;975;132;
T;-112.347000;210.056000;-50.805000;-320.251000;-387.864000;229.932000;6;16;3;17;1742;229;
T;-22.192000;-140.833000;-298.056000;-399.217000;398.638000;395.994000;9;0;0;29;111;90;
T;19.418000;150.381000;-240.477000;21.935000;-129.288000;-613.152000;4;13;7;77;1908;296;
T;51.319000;212.443000;-281.121000;293.929000;-177.771000;466.251000;8;15;2;15;1996;323;
T;-69.350000;-100.254000;-237.090000;92.127000;-177.771000;300.189000;7;10;2;35;2297;491;
T;-12.483000;76.384000;-196.446000;13.161000;468.669000;-127.740000;1;11;5;37;161;496;
T;-116.508000;-52.514000;-40.644000;412.378000;166.997000;95.805000;9;6;9;92;1948;241;
T;-12.483000;42.966000;-159.189000;-21.935000;-387.864000;-134.127000;7;15;24;82;2311;335;
T;-112.347000;-38.192000;254.025000;17.548000;5.387000;-121.353000;7;5;28;77;2926;136;
T;36.062000;-193.347000;74.514000;324.638000;382.477000;-625.926000;9;14;16;18;1442;417;
T;-138.700000;-210.056000;145.641000;-118.449000;441.734000;-236.319000;0;18;0;35;1478;316;
T;-65.189000;-100.254000;-54.192000;254.446000;-123.901000;485.412000;9;13;17;14;274;41;
T;115.121000;-11.935000;104.997000;-162.319000;-328.607000;-632.313000;8;8;0;34;1780;192;
T;-85.994000;-16.709000;6.774000;-100.901000;468.669000;357.672000;7;2;9;65;1998;389;
T;115.121000;140.833000;-132.093000;131.610000;-53.870000;-338.511000;9;2;27;67;906;381;
T;66.576000;-147.994000;-138.867000;-324.638000;-96.966000;453.477000;5;11;29;90;1491;57;
T;126.217000;200.508000;-33.870000;-250.059000;430.960000;504.573000;7;6;3;64;951;266;
T;15.257000;-114.576000;-213.381000;-74.579000;210.093000;140.514000;7;5;9;62;1394;272;
T;-5.548000;219.604000;294.669000;337.799000;-70.031000;332.124000;5;1;21;16;793;412;
T;9.709000;217.217000;155.802000;201.802000;242.415000;555.669000;1;7;17;37;2824;273;
T;-123.443000;205.282000;47.418000;-250.059000;-43.096000;-447.090000;6;16;26;45;119;27;
T;128.991000;66.836000;216.768000;-289.542000;339.381000;370.446000;1;6;27;51;1051;152;
T;-115.121000;-95.480000;-338.700000;-285.155000;-177.771000;38.322000;1;19;6;4;2456;477;
T;135.926000;31.031000;-159.189000;179.867000;-21.548000;-593.991000;5;13;4;55;651;48;
T;-72.124000;-85.932000;-311.604000;-201.802000;-129.288000;415.155000;2;15;25;57;2179;63;
T;113.734000;52.514000;121.932000;-236.898000;226.254000;-38.322000;8;2;10;95;1394;38;
T;-6.935000;83.545000;298.056000;412.378000;382.477000;536.508000;2;9;26;20;2112;106;
T;-42.997000;33.418000;-328.539000;302.703000;5.387000;127.740000;3;17;21;9;2037;95;
T;-62.415000;-83.545000;-162.576000;-140.384000;-215.480000;-281.028000;8;15;12;68;1420;482;
T;59.641000;171.864000;281.121000;-403.604000;-296.285000;-453.477000;5;10;18;33;1484;168;
T;80.446000;97.867000;250.638000;-271.994000;-10.774000;242.706000;8;2;21;29;611;467;
T;-81.833000;-145.607000;67.740000;70.192000;-80.805000;-587.604000;0;19;24;2;460;178;
T;84.607000;-221.991000;-162.576000;-43.870000;-210.093000;287.415000;2;2;1;20;1488;441;
T;12.483000;-90.706000;54.192000;4.387000;-150.836000;-383.220000;7;5;10;11;1600;183;
T;90.155000;-28.644000;-206.607000;-65.805000;-425.573000;-127.740000;7;7;29;64;2581;191;
T;-135.926000;-147.994000;189.672000;83.353000;263.963000;-453.477000;2;15;0;53;1284;247;
T;58.254000;-179.025000;-237.090000;-184.254000;-274.737000;312.963000;3;2;21;99;2933;81;
T;20.805000;195.734000;-260.799000;135.997000;344.768000;-344.898000;8;8;16;14;1892;321;
T;137.313000;-73.997000;331.926000;-166.706000;118.514000;-114.966000;7;17;14;69;1244;407;
T;-47.158000;176.638000;308.217000;-311.477000;-156.223000;-434.316000;2;3;15;22;2495;243;
T;104.025000;-42.966000;-304.830000;153.545000;-344.768000;619.539000;2;6;29;33;1735;222;
T;42.997000;59.675000;-338.700000;-179.867000;-166.997000;574.830000;8;15;4;83;2308;419;
T;47.158000;-229.152000;-6.774000;-425.539000;-48.483000;102.192000;5;9;26;67;625;325;
T;109.573000;28.644000;237.090000;-48.257000;210.093000;83.031000;9;17;11;6;1951;241;
T;58.254000;88.319000;-206.607000;-144.771000;366.316000;300.189000;9;19;24;46;2568;401;
T;116.508000;78.771000;-267.573000;57.031000;-280.124000;-134.127000;0;17;23;65;1307;80;
T;59.641000;73.997000;84.675000;-35.096000;5.387000;-223.545000;5;16;9;30;2056;219;
T;31.901000;35.805000;135.480000;-17.548000;-484.830000;12.774000;9;14;9;53;439;348;
T;122.056000;-157.542000;0.000000;78.966000;-166.997000;-593.991000;6;14;18;0;1114;283;
T;-110.960000;-28.644000;-77.901000;-250.059000;285.511000;-632.313000;7;14;21;26;1771;483;
T;-120.669000;-188.573000;-27.096000;179.867000;522.539000;332.124000;5;11;6;44;993;386;
T;-65.189000;-229.152000;230.316000;-105.288000;-118.514000;587.604000;0;4;23;47;69;238;
T;104.025000;66.836000;-30.483000;-438.700000;452.508000;281.028000;5;14;3;86;2295;374;
T;-63.802000;181.412000;304.830000;-403.604000;26.935000;-370.446000;8;15;1;73;1576;388;
T;-15.257000;14.322000;71.127000;-342.186000;-393.251000;427.929000;9;8;18;2;674;239;
T;-84.607000;-42.966000;331.926000;-425.539000;215.480000;370.446000;2;5;14;99;1263;289;
T;-99.864000;217.217000;-203.220000;4.387000;317.833000;351.285000;1;9;16;0;1758;462;
T;-131.765000;-9.548000;250.638000;-214.963000;479.443000;-389.607000;7;12;9;46;1076;278;
T;-106.799000;-188.573000;254.025000;-39.483000;-425.573000;-395.994000;4;15;1;31;275;326;
T;40.223000;-233.926000;328.539000;-43.870000;-247.802000;-338.511000;3;2;4;37;2994;493;
T;-65.189000;4.774000;-291.282000;-421.152000;-430.960000;383.220000;3;0;11;17;671;140;
T;112.347000;212.443000;-321.765000;-399.217000;-91.579000;-204.384000;9;10;5;7;1004;92;
T;0.000000;-126.511000;165.963000;250.059000;43.096000;223.545000;6;7;7;48;1136;78;
T;84.607000;-181.412000;331.926000;179.867000;436.347000;568.443000;3;4;8;71;1391;137;
T;-29.127000;210.056000;101.610000;-39.483000;-226.254000;-510.960000;3;5;25;2;2076;105;
T;119.282000;-76.384000;-145.641000;-307.090000;102.353000;-191.610000;7;9;10;96;2019;216;
T;61.028000;-81.158000;-74.514000;-179.867000;441.734000;-395.994000;7;19;9;68;1341;12;
T;-98.477000;-202.895000;118.545000;131.610000;296.285000;593.991000;3;4;26;23;376;0;
T;-135.926000;124.124000;-318.378000;21.935000;-398.638000;-479.025000;8;1;21;26;2406;201;
T;-130.378000;76.384000;182.898000;390.443000;339.381000;-530.121000;8;10;7;15;2444;117;
T;62.415000;-76.384000;209.994000;-377.282000;156.223000;542.895000;4;12;24;21;1868;193;
T;108.186000;52.514000;203.220000;-337.799000;527.926000;-172.449000;0;12;12;87;1005;464;
T;-73.511000;-85.932000;-203.220000;-193.028000;452.508000;-351.285000;5;15;8;84;2351;416;
T;-49.932000;210.056000;-60.966000;-39.483000;-53.870000;319.350000;8;6;18;42;980;456;
T;-73.511000;221.991000;169.350000;13.161000;188.545000;-319.350000;8;15;25;58;1133;200;
T;91.542000;33.418000;30.483000;289.542000;177.771000;-619.539000;4;14;23;81;482;475;
T;79.059000;174.251000;54.192000;135.997000;452.508000;-523.734000;4;16;10;88;1838;61;
T;30.514000;212.443000;267.573000;-416.765000;350.155000;-523.734000;2;0;9;61;1753;281;
T;-74.898000;152.768000;267.573000;-166.706000;53.870000;281.028000;9;7;23;35;762;429;
T;-13.870000;-42.966000;155.802000;-429.926000;-404.025000;-319.350000;9;16;8;63;2790;160;
T;9.709000;-14.322000;132.093000;-412.378000;-156.223000;25.548000;5;12;21;3;272;301;
T;-76.285000;21.483000;304.830000;399.217000;-134.675000;-210.771000;2;4;22;36;1652;138;
T;-19.418000;221.991000;-274.347000;-434.313000;339.381000;293.802000;8;7;4;57;293;233;
T;-105.412000;219.604000;10.161000;-43.870000;307.059000;408.768000;1;8;27;0;98;299;
T;-135.926000;226.765000;-213.381000;-52.644000;-425.573000;364.059000;5;13;21;83;1281;379;
T;95.703000;-231.539000;-88.062000;39.483000;-269.350000;-376.833000;0;10;22;77;116;465;
T;15.257000;-81.158000;-71.127000;271.994000;301.672000;-332.124000;6;18;0;42;338;394;
T;73.511000;159.929000;-50.805000;-412.378000;204.706000;89.418000;8;13;22;57;446;279;
T;-128.991000;64.449000;-91.449000;232.511000;-457.895000;127.740000;6;10;29;58;2542;323;
T;47.158000;-69.223000;13.548000;52.644000;-145.449000;-434.316000;0;18;27;38;2260;100;
T;104.025000;-183.799000;-20.322000;30.709000;193.932000;146.901000;4;15;21;36;2829;201;
T;-130.378000;-23.870000;10.161000;271.994000;-75.418000;242.706000;6;6;6;19;1498;208;
T;-124.830000;-171.864000;27.096000;276.381000;134.675000;-210.771000;6;13;0;78;376;43;
T;-23.579000;66.836000;172.737000;245.672000;70.031000;530.121000;8;11;2;42;2013;457;
T;4.161000;-11.935000;321.765000;-399.217000;404.025000;402.381000;0;8;8;4;765;142;
T;102.638000;90.706000;-74.514000;48.257000;-118.514000;172.449000;4;8;6;56;1564;55;
T;19.418000;-50.127000;199.833000;-250.059000;-177.771000;-166.062000;0;12;7;22;1438;67;
T;101.251000;-152.768000;274.347000;-149.158000;-32.322000;-440.703000;7;5;2;62;1058;27;
T;79.059000;-78.771000;77.901000;-61.418000;118.514000;562.056000;0;4;22;17;2532;376;
T;49.932000;-217.217000;-257.412000;-372.895000;-113.127000;-306.576000;1;8;14;78;1285;449;
T;108.186000;71.610000;50.805000;-74.579000;-382.477000;236.319000;5;16;22;60;2032;452;
T;-113.734000;-131.285000;-84.675000;386.056000;-26.935000;-312.963000;1;17;2;87;2641;455;
T;-1.387000;183.799000;-64.353000;-276.381000;107.740000;-44.709000;7;12;2;81;2437;224;
T;101.251000;128.898000;-111.771000;394.830000;220.867000;89.418000;9;4;23;44;2816;42;
T;-98.477000;155.155000;-220.155000;-372.895000;37.709000;-504.573000;6;6;22;26;685;94;
T;-45.771000;88.319000;-311.604000;-83.353000;-145.449000;472.638000;5;16;2;97;521;367;
T;113.734000;69.223000;-209.994000;386.056000;366.316000;-395.994000;5;15;24;44;1006;101;
T;-36.062000;-9.548000;-308.217000;109.675000;-441.734000;-249.093000;6;3;19;98;2038;290;
T;-48.545000;114.576000;-67.740000;83.353000;-447.121000;395.994000;3;18;6;93;1023;462;
T;0.000000;-26.257000;-182.898000;8.774000;-538.700000;255.480000;3;8;5;6;98;420;
T;134.539000;33.418000;-91.449000;-70.192000;86.192000;223.545000;3;17;11;83;1768;191;
T;-120.669000;-26.257000;318.378000;210.576000;-441.734000;-25.548000;5;14;8;49;1424;126;
T;-1.387000;-42.966000;260.799000;-298.316000;-344.768000;287.415000;8;1;19;25;1295;480;
T;-133.152000;-169.477000;-226.929000;-201.802000;-317.833000;-491.799000;1;11;13;61;2792;78;
T;26.353000;116.963000;203.220000;-324.638000;500.991000;-434.316000;0;16;18;52;1252;206;
T;30.514000;-100.254000;-40.644000;193.028000;-150.836000;364.059000;1;7;16;25;1045;403;
T;-62.415000;69.223000;-27.096000;-412.378000;-199.319000;217.158000;2;7;17;39;1614;259;
T;-29.127000;119.350000;159.189000;-70.192000;506.378000;312.963000;3;14;16;42;2940;384;
T;45.771000;181.412000;-308.217000;-184.254000;64.644000;504.573000;3;14;29;84;2841;367;
T;-92.929000;-195.734000;-172.737000;-285.155000;317.833000;-268.254000;3;1;26;27;2597;439;
T;31.901000;90.706000;-281.121000;210.576000;452.508000;-12.774000;2;5;13;60;2992;32;
T;-42.997000;136.059000;-169.350000;372.895000;-506.378000;44.709000;1;8;7;70;1263;208;
T;6.935000;78.771000;-165.963000;-271.994000;0.000000;376.833000;0;19;11;89;1015;496;
T;9.709000;210.056000;308.217000;17.548000;43.096000;108.579000;1;0;11;28;718;400;
T;124.830000;-95.480000;-216.768000;-250.059000;-511.765000;-376.833000;7;12;1;40;1789;473;
T;-9.709000;-205.282000;-37.257000;-223.737000;-409.412000;-89.418000;7;1;13;44;2939;233;
T;-66.576000;-174.251000;101.610000;245.672000;312.446000;-191.610000;8;11;23;43;2876;208;
T;55.480000;200.508000;-37.257000;223.737000;-215.480000;-76.644000;0;19;9;90;403;116;
T;-24.966000;205.282000;260.799000;-228.124000;307.059000;542.895000;2;17;8;4;1968;464;
T;8.322000;162.316000;250.638000;399.217000;53.870000;38.322000;7;5;19;79;421;35;
T;-45.771000;233.926000;169.350000;-105.288000;-37.709000;287.415000;5;3;11;32;2545;346;
T;109.573000;-57.288000;3.387000;289.542000;226.254000;-12.774000;1;19;5;88;2442;354;
T;92.929000;-42.966000;318.378000;-179.867000;134.675000;274.641000;3;10;23;12;1037;237;
T;44.384000;140.833000;162.576000;135.997000;-210.093000;121.353000;9;15;11;46;503;235;
T;-113.734000;71.610000;-298.056000;-26.322000;-333.994000;38.322000;9;14;16;14;2414;491;
T;29.127000;28.644000;-54.192000;381.669000;430.960000;459.864000;7;15;5;30;1773;30;
T;-99.864000;131.285000;-118.545000;-135.997000;247.802000;606.765000;9;1;13;69;2835;269;
T;84.607000;-40.579000;125.319000;-386.056000;-522.539000;-281.028000;0;5;3;6;1999;120;
T;-23.579000;-205.282000;16.935000;285.155000;468.669000;140.514000;4;11;19;73;1876;353;
T;-133.152000;-42.966000;-13.548000;-197.415000;-96.966000;-274.641000;9;13;18;44;1755;48;
T;22.192000;-97.867000;-311.604000;429.926000;-301.672000;-197.997000;6;14;2;38;2710;169;
T;116.508000;-45.353000;-91.449000;236.898000;-495.604000;587.604000;6;1;29;36;93;484;
T;-27.740000;-26.257000;226.929000;298.316000;393.251000;562.056000;4;14;29;77;2999;121;
T;-117.895000;-188.573000;-118.545000;-263.220000;441.734000;517.347000;3;2;13;33;2551;204;
T;-45.771000;-16.709000;-40.644000;-425.539000;231.641000;-95.805000;0;4;14;92;1197;119;
T;33.288000;-238.700000;-277.734000;-140.384000;301.672000;472.638000;2;8;14;89;2603;459;
